hotel_id,hotel_name,SOURCE,price,base_price,checkIn,checkOut,count,rating,Info,latitude,longitude
27131550,Sands Inn Hostel,Booking.com,90,82.5,2024-12-20,2024-12-21,2,5,,,
3879255,OYO 146 Al Asemah Hotel,Agoda.com,213.75,172.5,2024-12-20,2024-12-21,3,3.5,"['Free breakfast available', 'Free cancellation • Reserve now, pay at stay']",24.641687,46.72113
1732120,Rand by Wandalus,Booking.com,573.75,498.75,2024-12-20,2024-12-21,70,3.5,,,
24001761,Warwick Riyadh,Agoda.com,401.25,,2024-12-20,2024-12-21,5,2.5,,,
8470987,Al Oroba Hotel,Agoda.com,123.75,123.75,2024-12-20,2024-12-21,2,2.5,,,
26366466,Erfad Hotel,Booking.com,652.5,,2024-12-20,2024-12-21,2,4.5,,,
15215188,Fairmont Riyadh,all.accor.com,1605,,2025-01-04,2025-01-05,220,4.5,,24.808397,46.71805
9702375,Rosh Rayhaan by Rotana,Official Site,813.75,671.25,2025-01-04,2025-01-05,1311,4.5,"['Free breakfast available', 'Free cancellation']",24.700346,46.682137
15756839,Hilton Riyadh Hotel & Residences,Booking.com,1128.75,1128.75,2025-01-04,2025-01-05,1626,4.5,,24.785522,46.72788
969150,"Holiday Inn Riyadh - al Qasr, an IHG hotel",MakeMyTrip,603.75,600,2025-01-04,2025-01-05,1073,4.5,,24.683914,46.68803
7789088,"Crowne Plaza Riyadh Rdc Hotel & Convention, An Ihg Hotel",Booking.com,960,960,2025-01-04,2025-01-05,331,4.5,,24.738811,46.635284
299190,"Holiday Inn Riyadh - Olaya, an IHG hotel",Booking.com,630,630,2025-01-04,2025-01-05,499,4,,24.680237,46.690372
301864,Sheraton Riyadh Hotel & Towers,Sheraton.com,630,,2025-01-04,2025-01-05,407,4,,,
15239002,Shaza Riyadh,Booking.com,652.5,652.5,2025-01-04,2025-01-05,176,4.5,"['Free breakfast available', 'Free cancellation • Reserve now, pay at stay']",24.675924,46.7792
15215188,Fairmont Riyadh,Fairmont,1605,1605,2025-01-04,2025-01-05,220,4.5,,24.808397,46.71805
3349253,Carawan Al Fahad Hotel,Booking.com,532.5,457.5,2025-01-04,2025-01-05,54,4,"['Free breakfast available', 'Free cancellation']",24.711273,46.671043
5994700,Narcissus Hotel & Spa Riyadh,Booking.com,2700,1035,2025-01-04,2025-01-05,338,4.5,,24.695637,46.683575
810042,Continent Al Waha Hotel,MakeMyTrip,727.5,701.25,2025-01-04,2025-01-05,407,4.5,"['Free breakfast available', 'Free cancellation']",24.680944,46.689484
23569851,Fairmont Ramla Serviced Residences,all.accor.com,1518.75,,2025-01-04,2025-01-05,121,4.5,,,
3250538,Al Mashreq Boutique Hotel,Booking.com,750,750,2025-01-04,2025-01-05,170,4.5,"['Free breakfast available', 'Free cancellation']",24.70452,46.655216
10131963,Spectrums Hotel Riyadh,Booking.com,562.5,562.5,2025-01-04,2025-01-05,189,4.5,"['Free breakfast available', 'Free cancellation']",24.700665,46.678635
2366709,The Ritz-Carlton Riyadh,Marriott,1507.5,1507.5,2025-01-04,2025-01-05,1045,4.5,,,
1748545,Executives Hotel - Olaya,Booking.com,615,540,2025-01-04,2025-01-05,165,4,"['Free breakfast available', 'Free cancellation']",24.70869,46.678
16865982,Le Méridien Riyadh,Marriott,978.75,978.75,2025-01-04,2025-01-05,78,4.5,,,
301864,Sheraton Riyadh Hotel & Towers,Marriott,630,630,2025-01-04,2025-01-05,407,4,,,
28054092,Nova M Hotel Edge By Rotana,Booking.com,592.5,566.25,2025-01-04,2025-01-05,2,4.5,,24.779217,46.642143
15368089,IntercityHotel Riyadh Malaz,MakeMyTrip,465,465,2025-01-04,2025-01-05,14,4,,,
25280776,Ramada By wyndham,Agoda.com,671.25,,2025-01-04,2025-01-05,7,4,,,
26059301,Damac Tower Riyadh Luxury Apartments,Agoda.com,660,660,2025-01-04,2025-01-05,1,5,,24.709423,46.67273
26451032,The St. Regis Riyadh,StRegis.com,2220,,2025-01-04,2025-01-05,54,5,,,
27131550,Sands Inn Hostel,Booking.com,82.5,71.25,2025-01-04,2025-01-05,2,5,,,
3879255,OYO 146 Al Asemah Hotel,Expedia,266.25,266.25,2025-01-04,2025-01-05,3,3.5,"['Free breakfast available', 'Free cancellation']",24.641687,46.72113
1732120,Rand by Wandalus,Booking.com,656.25,502.5,2025-01-04,2025-01-05,70,3.5,,,
24001761,Warwick Riyadh,Agoda.com,476.25,,2025-01-04,2025-01-05,5,2.5,,,
8470987,Al Oroba Hotel,Agoda.com,165,165,2025-01-04,2025-01-05,2,2.5,,,
15215188,Fairmont Riyadh,all.accor.com,1605,,2025-01-04,2025-01-05,220,4.5,,24.808397,46.71805
24143026,Joudyan Hotel,MakeMyTrip,,472.5,2025-01-04,2025-01-05,317,5,,24.713552,46.675297
1486058,"Crowne Plaza Riyadh Palace, an IHG hotel",MakeMyTrip,,491.25,2025-01-04,2025-01-05,239,4,,24.664728,46.71136
299191,"InterContinental Riyadh, an IHG hotel",MakeMyTrip,,1065,2025-01-04,2025-01-05,957,4.5,,24.666677,46.692158
17154823,"Crowne Plaza Riyadh al Waha, an IHG hotel",MakeMyTrip,,633.75,2025-01-04,2025-01-05,214,4.5,,24.742296,46.725163
3514706,ibis Riyadh Olaya Street,MakeMyTrip,,405,2025-01-04,2025-01-05,430,3.5,,24.712132,46.67674
2149240,Riyadh Airport Marriott Hotel,Marriott Hotels,1481.25,,2025-01-04,2025-01-05,256,4,,,
15756839,Hilton Riyadh Hotel & Residences,Booking.com,2175,2111.25,2025-02-11,2025-02-16,1626,4.5,,24.785522,46.72788
24143026,Joudyan Hotel,Booking.com,776.25,671.25,2025-02-11,2025-02-16,317,5,"['Free breakfast available', 'Free cancellation']",24.713552,46.675297
969150,"Holiday Inn Riyadh - al Qasr, an IHG hotel",Prestigia.com,1211.25,1050,2025-02-11,2025-02-16,1073,4.5,,24.683914,46.68803
7789088,"Crowne Plaza Riyadh Rdc Hotel & Convention, An Ihg Hotel",Booking.com,3461.25,3461.25,2025-02-11,2025-02-16,331,4.5,,24.738811,46.635284
299190,"Holiday Inn Riyadh - Olaya, an IHG hotel",Booking.com,600,600,2025-02-11,2025-02-16,499,4,,24.680237,46.690372
15756839,Hilton Riyadh Hotel & Residences,Vio.com,2092.5,,2025-02-11,2025-02-16,1626,4.5,,24.785522,46.72788
15239002,Shaza Riyadh,Booking.com,813.75,813.75,2025-02-11,2025-02-16,176,4.5,"['Free breakfast available', 'Free cancellation • Reserve now, pay at stay']",24.675924,46.7792
1486058,"Crowne Plaza Riyadh Palace, an IHG hotel",Prestigia.com,562.5,562.5,2025-02-11,2025-02-16,239,4,,24.664728,46.71136
299191,"InterContinental Riyadh, an IHG hotel",Prestigia.com,2268.75,1830,2025-02-11,2025-02-16,957,4.5,,24.666677,46.692158
3514706,ibis Riyadh Olaya Street,Booking.com,453.75,453.75,2025-02-11,2025-02-16,430,3.5,,24.712132,46.67674
5994700,Narcissus Hotel & Spa Riyadh,Booking.com,1953.75,1721.25,2025-02-11,2025-02-16,338,4.5,,24.695637,46.683575
810042,Continent Al Waha Hotel,Booking.com,776.25,776.25,2025-02-11,2025-02-16,407,4.5,"['Free breakfast available', 'Free cancellation']",24.680944,46.689484
3250538,Al Mashreq Boutique Hotel,Booking.com,2013.75,1035,2025-02-11,2025-02-16,170,4.5,"['Free breakfast available', 'Free cancellation']",24.70452,46.655216
10131963,Spectrums Hotel Riyadh,Booking.com,596.25,596.25,2025-02-11,2025-02-16,189,4.5,"['Free breakfast available', 'Free cancellation']",24.700665,46.678635
14182161,Hyatt Place Riyadh Al Sulaimania,Hyatt.com,1158.75,1072.5,2025-02-11,2025-02-16,264,4.5,"['Free breakfast available', 'Free cancellation']",,
2366709,The Ritz-Carlton Riyadh,Booking.com,3270,3168.75,2025-02-11,2025-02-16,1045,4.5,,,
26451032,The St. Regis Riyadh,StRegis.com,3588.75,,2025-02-11,2025-02-16,54,5,,,
1748545,Executives Hotel - Olaya,Booking.com,525,483.75,2025-02-11,2025-02-16,165,4,"['Free breakfast available', 'Free cancellation']",24.70869,46.678
301864,Sheraton Riyadh Hotel & Towers,Marriott,1140,1140,2025-02-11,2025-02-16,407,4,,,
16865982,Le Méridien Riyadh,Marriott,1822.5,1822.5,2025-02-11,2025-02-16,78,4.5,"['Free breakfast available', 'Free cancellation']",,
28054092,Nova M Hotel Edge By Rotana,Booking.com,768.75,768.75,2025-02-11,2025-02-16,2,4.5,,24.779217,46.642143
15368089,IntercityHotel Riyadh Malaz,Booking.com,1312.5,1192.5,2025-02-11,2025-02-16,14,4,,,
16865982,Le Méridien Riyadh,LeMeridien.com,1822.5,,2025-02-11,2025-02-16,78,4.5,"['Free breakfast available', 'Free cancellation']",,
25280776,Ramada By wyndham,Agoda.com,1125,,2025-02-11,2025-02-16,7,4,,,
26059301,Damac Tower Riyadh Luxury Apartments,Agoda.com,506.25,506.25,2025-02-11,2025-02-16,1,5,,24.709423,46.67273
27131550,Sands Inn Hostel,Booking.com,86.25,75,2025-02-11,2025-02-16,2,5,,,
3879255,OYO 146 Al Asemah Hotel,Expedia,266.25,266.25,2025-02-11,2025-02-16,3,3.5,"['Free breakfast available', 'Free cancellation • Reserve now, pay at stay']",24.641687,46.72113
1732120,Rand by Wandalus,Booking.com,712.5,558.75,2025-02-11,2025-02-16,70,3.5,,,
301864,Sheraton Riyadh Hotel & Towers,Sheraton.com,1140,,2025-02-11,2025-02-16,407,4,,,
24001761,Warwick Riyadh,Agoda.com,487.5,,2025-02-11,2025-02-16,5,2.5,,,
8470987,Al Oroba Hotel,Agoda.com,131.25,131.25,2025-02-11,2025-02-16,2,2.5,,,
9702375,Rosh Rayhaan by Rotana,Official Site,,926.25,2025-02-11,2025-02-16,1311,4.5,,24.700346,46.682137
15215188,Fairmont Riyadh,Fairmont,,1875,2025-02-11,2025-02-16,220,4.5,,24.808397,46.71805
3349253,Carawan Al Fahad Hotel,MakeMyTrip,,450,2025-02-11,2025-02-16,54,4,,24.711273,46.671043
2149240,Riyadh Airport Marriott Hotel,Marriott Hotels,1923.75,,2025-02-11,2025-02-16,256,4,,,
27175878,Mena Hotel Nasiriah Riyadh,Booking.com,427.5,,2024-12-22,2024-12-26,1,5,,,
9702375,Rosh Rayhaan by Rotana,Official Site,937.5,705,2024-12-22,2024-12-26,1311,4.5,"['Free breakfast available', 'Free cancellation']",24.700346,46.682137
15756839,Hilton Riyadh Hotel & Residences,Booking.com,1027.5,960,2024-12-22,2024-12-26,1626,4.5,,24.785522,46.72788
24143026,Joudyan Hotel,Booking.com,633.75,543.75,2024-12-22,2024-12-26,317,5,"['Free breakfast available', 'Free cancellation']",24.713552,46.675297
969150,"Holiday Inn Riyadh - al Qasr, an IHG hotel",Booking.com,641.25,630,2024-12-22,2024-12-26,1073,4.5,,24.683914,46.68803
7789088,"Crowne Plaza Riyadh Rdc Hotel & Convention, An Ihg Hotel",Booking.com,1050,945,2024-12-22,2024-12-26,331,4.5,"['Free breakfast available', 'Free cancellation • Reserve now, pay at stay']",24.738811,46.635284
14027272,Nawara Dala,Booking.com,435,,2024-12-22,2024-12-26,2,3.5,,,
299190,"Holiday Inn Riyadh - Olaya, an IHG hotel",Booking.com,645,581.25,2024-12-22,2024-12-26,499,4,,24.680237,46.690372
15239002,Shaza Riyadh,Booking.com,600,600,2024-12-22,2024-12-26,176,4.5,"['Free breakfast available', 'Reserve now, pay at stay']",24.675924,46.7792
1486058,"Crowne Plaza Riyadh Palace, an IHG hotel",Booking.com,626.25,397.5,2024-12-22,2024-12-26,239,4,,24.664728,46.71136
299191,"InterContinental Riyadh, an IHG hotel",Booking.com,765,738.75,2024-12-22,2024-12-26,957,4.5,,24.666677,46.692158
17154823,"Crowne Plaza Riyadh al Waha, an IHG hotel",Booking.com,870,840,2024-12-22,2024-12-26,214,4.5,,24.742296,46.725163
9720941,Burj Alhayah Hotel Suites Alfalah,Booking.com,318.75,,2024-12-22,2024-12-26,5,4,,,
3514706,ibis Riyadh Olaya Street,Booking.com,427.5,427.5,2024-12-22,2024-12-26,430,3.5,,24.712132,46.67674
3349253,Carawan Al Fahad Hotel,Booking.com,423.75,397.5,2024-12-22,2024-12-26,54,4,"['Free breakfast available', 'Free cancellation']",24.711273,46.671043
5994700,Narcissus Hotel & Spa Riyadh,Booking.com,1177.5,1038.75,2024-12-22,2024-12-26,338,4.5,,24.695637,46.683575
810042,Continent Al Waha Hotel,Booking.com,506.25,450,2024-12-22,2024-12-26,407,4.5,"['Free breakfast available', 'Free cancellation']",24.680944,46.689484
3250538,Al Mashreq Boutique Hotel,Booking.com,603.75,603.75,2024-12-22,2024-12-26,170,4.5,"['Free breakfast available', 'Free cancellation']",24.70452,46.655216
7988480,Vivienda Hotel Villas Granada,Booking.com,3495,,2024-12-22,2024-12-26,4,5,,,
10131963,Spectrums Hotel Riyadh,Booking.com,555,555,2024-12-22,2024-12-26,189,4.5,"['Free breakfast available', 'Free cancellation']",24.700665,46.678635
1748545,Executives Hotel - Olaya,Booking.com,446.25,405,2024-12-22,2024-12-26,165,4,,24.70869,46.678
16865982,Le Méridien Riyadh,Marriott,1237.5,1237.5,2024-12-22,2024-12-26,78,4.5,"['Free breakfast available', 'Free cancellation • Reserve now, pay at stay']",,
301864,Sheraton Riyadh Hotel & Towers,Booking.com,817.5,817.5,2024-12-22,2024-12-26,407,4,,,
28054092,Nova M Hotel Edge By Rotana,Booking.com,528.75,528.75,2024-12-22,2024-12-26,2,4.5,,24.779217,46.642143
27143516,Ross Hotel,Booking.com,633.75,,2024-12-22,2024-12-26,1,5,,,
15368089,IntercityHotel Riyadh Malaz,Booking.com,438.75,408.75,2024-12-22,2024-12-26,14,4,,,
25280776,Ramada By wyndham,Agoda.com,671.25,,2024-12-22,2024-12-26,7,4,,,
26059301,Damac Tower Riyadh Luxury Apartments,Agoda.com,660,660,2024-12-22,2024-12-26,1,5,,24.709423,46.67273
27131550,Sands Inn Hostel,Agoda.com,71.25,71.25,2024-12-22,2024-12-26,2,5,,,
3879255,OYO 146 Al Asemah Hotel,Agoda.com,187.5,172.5,2024-12-22,2024-12-26,3,3.5,"['Free breakfast available', 'Free cancellation • Reserve now, pay at stay']",24.641687,46.72113
23623900,The Valley Resort,Booking.com,2280,,2024-12-22,2024-12-26,1,5,,,
1732120,Rand by Wandalus,Booking.com,656.25,506.25,2024-12-22,2024-12-26,70,3.5,,,
24001761,Warwick Riyadh,Agoda.com,442.5,,2024-12-22,2024-12-26,5,2.5,,,
8470987,Al Oroba Hotel,Agoda.com,120,120,2024-12-22,2024-12-26,2,2.5,,,
15215188,Fairmont Riyadh,Fairmont,2088.75,1470,2024-12-22,2024-12-26,220,4.5,"['Free breakfast available', 'Free cancellation • Reserve now, pay at stay']",24.808397,46.71805
2366709,The Ritz-Carlton Riyadh,Booking.com,5651.25,3.75,2024-12-22,2024-12-26,1045,4.5,,,
27514929,The Land Resort,Booking.com,2066.25,,2024-12-22,2024-12-26,1,5,,,
301864,Sheraton Riyadh Hotel & Towers,Sheraton.com,1605,,2025-02-09,2025-02-10,407,4,,,
969150,"Holiday Inn Riyadh - al Qasr, an IHG hotel",Booking.com,1507.5,1507.5,2025-02-09,2025-02-10,1073,4.5,,24.683914,46.68803
24143026,Joudyan Hotel,Booking.com,963.75,840,2025-02-09,2025-02-10,317,5,"['Free breakfast available', 'Free cancellation']",24.713552,46.675297
299190,"Holiday Inn Riyadh - Olaya, an IHG hotel",Booking.com,855,855,2025-02-09,2025-02-10,499,4,,24.680237,46.690372
15239002,Shaza Riyadh,Booking.com,978.75,753.75,2025-02-09,2025-02-10,176,4.5,"['Free breakfast available', 'Free cancellation • Reserve now, pay at stay']",24.675924,46.7792
299191,"InterContinental Riyadh, an IHG hotel",Booking.com,1717.5,1717.5,2025-02-09,2025-02-10,957,4.5,,24.666677,46.692158
26451032,The St. Regis Riyadh,StRegis.com,5306.25,,2025-02-09,2025-02-10,54,5,,,
3514706,ibis Riyadh Olaya Street,Booking.com,701.25,701.25,2025-02-09,2025-02-10,430,3.5,,24.712132,46.67674
810042,Continent Al Waha Hotel,Booking.com,843.75,731.25,2025-02-09,2025-02-10,407,4.5,"['Free breakfast available', 'Free cancellation']",24.680944,46.689484
14182161,Hyatt Place Riyadh Al Sulaimania,Hyatt.com,1560,1481.25,2025-02-09,2025-02-10,264,4.5,"['Free breakfast available', 'Free cancellation']",,
10131963,Spectrums Hotel Riyadh,Booking.com,641.25,596.25,2025-02-09,2025-02-10,189,4.5,"['Free breakfast available', 'Free cancellation']",24.700665,46.678635
1748545,Executives Hotel - Olaya,Booking.com,592.5,517.5,2025-02-09,2025-02-10,165,4,"['Free breakfast available', 'Free cancellation']",24.70869,46.678
6164000,JW Marriott Hotel Riyadh,JW Marriott,3135,,2025-02-09,2025-02-10,669,4.5,,,
301864,Sheraton Riyadh Hotel & Towers,Marriott,1605,1605,2025-02-09,2025-02-10,407,4,,,
28054092,Nova M Hotel Edge By Rotana,Booking.com,1031.25,975,2025-02-09,2025-02-10,2,4.5,,24.779217,46.642143
15368089,IntercityHotel Riyadh Malaz,Booking.com,1845,1743.75,2025-02-09,2025-02-10,14,4,,,
25280776,Ramada By wyndham,Agoda.com,1676.25,,2025-02-09,2025-02-10,7,4,,,
26059301,Damac Tower Riyadh Luxury Apartments,Agoda.com,720,708.75,2025-02-09,2025-02-10,1,5,,24.709423,46.67273
27131550,Sands Inn Hostel,Booking.com,82.5,71.25,2025-02-09,2025-02-10,2,5,,,
3879255,OYO 146 Al Asemah Hotel,Expedia,266.25,266.25,2025-02-09,2025-02-10,3,3.5,"['Free breakfast available', 'Free cancellation']",24.641687,46.72113
1732120,Rand by Wandalus,Booking.com,656.25,596.25,2025-02-09,2025-02-10,70,3.5,,,
24001761,Warwick Riyadh,Agoda.com,476.25,,2025-02-09,2025-02-10,5,2.5,,,
8470987,Al Oroba Hotel,Agoda.com,131.25,131.25,2025-02-09,2025-02-10,2,2.5,,,
301864,Sheraton Riyadh Hotel & Towers,Sheraton.com,1605,,2025-02-09,2025-02-10,407,4,,,
15756839,Hilton Riyadh Hotel & Residences,Booking.com,3075,3075,2025-02-09,2025-02-10,1626,4.5,,24.785522,46.72788
5994700,Narcissus Hotel & Spa Riyadh,Booking.com,1976.25,1905,2025-02-09,2025-02-10,338,4.5,,24.695637,46.683575
3250538,Al Mashreq Boutique Hotel,Booking.com,2171.25,2171.25,2025-02-09,2025-02-10,170,4.5,"['Free breakfast available', 'Free cancellation']",24.70452,46.655216
2366709,The Ritz-Carlton Riyadh,Booking.com,5666.25,3.75,2025-02-09,2025-02-10,1045,4.5,,,
16865982,Le Méridien Riyadh,Marriott,2351.25,2351.25,2025-02-09,2025-02-10,78,4.5,"['Free breakfast available', 'Free cancellation']",,
2149240,Riyadh Airport Marriott Hotel,Marriott Hotels,4631.25,,2025-02-09,2025-02-10,256,4,,,
9702375,Rosh Rayhaan by Rotana,Official Site,,1226.25,2025-02-09,2025-02-10,1311,4.5,,24.700346,46.682137
1486058,"Crowne Plaza Riyadh Palace, an IHG hotel",MakeMyTrip,,1053.75,2025-02-09,2025-02-10,239,4,,24.664728,46.71136
15215188,Fairmont Riyadh,Fairmont,,3.75,2025-02-09,2025-02-10,220,4.5,,24.808397,46.71805
3349253,Carawan Al Fahad Hotel,MakeMyTrip,,457.5,2025-02-09,2025-02-10,54,4,,24.711273,46.671043
15056872,Centro Olaya,Official Site,,1008.75,2025-02-09,2025-02-10,333,4.5,,24.692995,46.684284
16865982,Le Méridien Riyadh,LeMeridien.com,2351.25,,2025-02-09,2025-02-10,78,4.5,"['Free breakfast available', 'Free cancellation']",,
301864,Sheraton Riyadh Hotel & Towers,Sheraton.com,603.75,,2025-01-03,2025-01-05,407,4,,,
15756839,Hilton Riyadh Hotel & Residences,Booking.com,1128.75,960,2025-01-03,2025-01-05,1626,4.5,,24.785522,46.72788
24143026,Joudyan Hotel,Booking.com,543.75,472.5,2025-01-03,2025-01-05,317,5,"['Free breakfast available', 'Free cancellation']",24.713552,46.675297
969150,"Holiday Inn Riyadh - al Qasr, an IHG hotel",Booking.com,603.75,603.75,2025-01-03,2025-01-05,1073,4.5,,24.683914,46.68803
7789088,"Crowne Plaza Riyadh Rdc Hotel & Convention, An Ihg Hotel",Booking.com,997.5,997.5,2025-01-03,2025-01-05,331,4.5,,24.738811,46.635284
299190,"Holiday Inn Riyadh - Olaya, an IHG hotel",Booking.com,626.25,547.5,2025-01-03,2025-01-05,499,4,,24.680237,46.690372
15239002,Shaza Riyadh,Booking.com,652.5,652.5,2025-01-03,2025-01-05,176,4.5,"['Free breakfast available', 'Free cancellation • Reserve now, pay at stay']",24.675924,46.7792
1486058,"Crowne Plaza Riyadh Palace, an IHG hotel",Booking.com,513.75,513.75,2025-01-03,2025-01-05,239,4,,24.664728,46.71136
299191,"InterContinental Riyadh, an IHG hotel",Booking.com,1042.5,1012.5,2025-01-03,2025-01-05,957,4.5,,24.666677,46.692158
17154823,"Crowne Plaza Riyadh al Waha, an IHG hotel",Booking.com,633.75,633.75,2025-01-03,2025-01-05,214,4.5,,24.742296,46.725163
3514706,ibis Riyadh Olaya Street,Booking.com,405,405,2025-01-03,2025-01-05,430,3.5,,24.712132,46.67674
26451032,The St. Regis Riyadh,StRegis.com,2220,,2025-01-03,2025-01-05,54,5,,,
3349253,Carawan Al Fahad Hotel,Booking.com,532.5,457.5,2025-01-03,2025-01-05,54,4,"['Free breakfast available', 'Free cancellation']",24.711273,46.671043
5994700,Narcissus Hotel & Spa Riyadh,Booking.com,1177.5,1038.75,2025-01-03,2025-01-05,338,4.5,,24.695637,46.683575
810042,Continent Al Waha Hotel,Booking.com,708.75,708.75,2025-01-03,2025-01-05,407,4.5,"['Free breakfast available', 'Free cancellation']",24.680944,46.689484
3250538,Al Mashreq Boutique Hotel,Booking.com,750,750,2025-01-03,2025-01-05,170,4.5,"['Free breakfast available', 'Free cancellation']",24.70452,46.655216
10131963,Spectrums Hotel Riyadh,Booking.com,562.5,562.5,2025-01-03,2025-01-05,189,4.5,"['Free breakfast available', 'Free cancellation']",24.700665,46.678635
2366709,The Ritz-Carlton Riyadh,Marriott,1507.5,1507.5,2025-01-03,2025-01-05,1045,4.5,,,
1748545,Executives Hotel - Olaya,Booking.com,566.25,551.25,2025-01-03,2025-01-05,165,4,"['Free breakfast available', 'Free cancellation']",24.70869,46.678
16865982,Le Méridien Riyadh,Marriott,930,930,2025-01-03,2025-01-05,78,4.5,,,
301864,Sheraton Riyadh Hotel & Towers,Booking.com,641.25,603.75,2025-01-03,2025-01-05,407,4,,,
28054092,Nova M Hotel Edge By Rotana,Booking.com,592.5,483.75,2025-01-03,2025-01-05,2,4.5,,24.779217,46.642143
6164000,JW Marriott Hotel Riyadh,JW Marriott,1398.75,,2025-01-03,2025-01-05,669,4.5,,,
25280776,Ramada By wyndham,Agoda.com,671.25,,2025-01-03,2025-01-05,7,4,,,
27131550,Sands Inn Hostel,Booking.com,86.25,75,2025-01-03,2025-01-05,2,5,,,
1732120,Rand by Wandalus,Booking.com,656.25,540,2025-01-03,2025-01-05,70,3.5,,,
24001761,Warwick Riyadh,Agoda.com,491.25,,2025-01-03,2025-01-05,5,2.5,,,
9702375,Rosh Rayhaan by Rotana,Official Site,,682.5,2025-01-03,2025-01-05,1311,4.5,,24.700346,46.682137
2149240,Riyadh Airport Marriott Hotel,Marriott Hotels,1196.25,,2025-01-03,2025-01-05,256,4,,,
15215188,Fairmont Riyadh,Fairmont,,1368.75,2025-01-03,2025-01-05,220,4.5,,24.808397,46.71805
15368089,IntercityHotel Riyadh Malaz,Booking.com,,442.5,2025-01-03,2025-01-05,14,4,,,
26059301,Damac Tower Riyadh Luxury Apartments,Agoda.com,,708.75,2025-01-03,2025-01-05,1,5,,24.709423,46.67273
3879255,OYO 146 Al Asemah Hotel,Vio.com,,266.25,2025-01-03,2025-01-05,3,3.5,,24.641687,46.72113
8470987,Al Oroba Hotel,Vio.com,,165,2025-01-03,2025-01-05,2,2.5,,,
16865982,Le Méridien Riyadh,LeMeridien.com,930,,2025-01-03,2025-01-05,78,4.5,,,
301864,Sheraton Riyadh Hotel & Towers,Sheraton.com,1275,,2025-01-20,2025-01-24,407,4,,,
9702375,Rosh Rayhaan by Rotana,Official Site,1413.75,1113.75,2025-01-20,2025-01-24,1311,4.5,"['Free breakfast available', 'Free cancellation']",24.700346,46.682137
15756839,Hilton Riyadh Hotel & Residences,Booking.com,1563.75,1518.75,2025-01-20,2025-01-24,1626,4.5,,24.785522,46.72788
24143026,Joudyan Hotel,Booking.com,802.5,693.75,2025-01-20,2025-01-24,317,5,"['Free breakfast available', 'Free cancellation']",24.713552,46.675297
969150,"Holiday Inn Riyadh - al Qasr, an IHG hotel",Booking.com,1237.5,997.5,2025-01-20,2025-01-24,1073,4.5,,24.683914,46.68803
7789088,"Crowne Plaza Riyadh Rdc Hotel & Convention, An Ihg Hotel",Booking.com,1860,1860,2025-01-20,2025-01-24,331,4.5,,24.738811,46.635284
2149240,Riyadh Airport Marriott Hotel,Marriott Hotels,1432.5,,2025-01-20,2025-01-24,256,4,,,
299190,"Holiday Inn Riyadh - Olaya, an IHG hotel",Booking.com,678.75,678.75,2025-01-20,2025-01-24,499,4,,24.680237,46.690372
15239002,Shaza Riyadh,Booking.com,870,870,2025-01-20,2025-01-24,176,4.5,"['Free breakfast available', 'Free cancellation • Reserve now, pay at stay']",24.675924,46.7792
1486058,"Crowne Plaza Riyadh Palace, an IHG hotel",Booking.com,772.5,562.5,2025-01-20,2025-01-24,239,4,,24.664728,46.71136
299191,"InterContinental Riyadh, an IHG hotel",Booking.com,1653.75,1590,2025-01-20,2025-01-24,957,4.5,,24.666677,46.692158
17154823,"Crowne Plaza Riyadh al Waha, an IHG hotel",Booking.com,1098.75,1068.75,2025-01-20,2025-01-24,214,4.5,,24.742296,46.725163
16865982,Le Méridien Riyadh,LeMeridien.com,2700,,2025-01-20,2025-01-24,78,4.5,"['Free breakfast available', 'Free cancellation • Reserve now, pay at stay']",,
3514706,ibis Riyadh Olaya Street,Booking.com,390,390,2025-01-20,2025-01-24,430,3.5,,24.712132,46.67674
15215188,Fairmont Riyadh,Fairmont,2152.5,1608.75,2025-01-20,2025-01-24,220,4.5,"['Free breakfast available', 'Free cancellation • Reserve now, pay at stay']",24.808397,46.71805
3349253,Carawan Al Fahad Hotel,Booking.com,532.5,446.25,2025-01-20,2025-01-24,54,4,"['Free breakfast available', 'Free cancellation']",24.711273,46.671043
5994700,Narcissus Hotel & Spa Riyadh,Booking.com,1976.25,1158.75,2025-01-20,2025-01-24,338,4.5,,24.695637,46.683575
810042,Continent Al Waha Hotel,Booking.com,731.25,690,2025-01-20,2025-01-24,407,4.5,"['Free breakfast available', 'Free cancellation']",24.680944,46.689484
15215188,Fairmont Riyadh,all.accor.com,2152.5,,2025-01-20,2025-01-24,220,4.5,"['Free breakfast available', 'Free cancellation • Reserve now, pay at stay']",24.808397,46.71805
3250538,Al Mashreq Boutique Hotel,Booking.com,783.75,783.75,2025-01-20,2025-01-24,170,4.5,"['Free breakfast available', 'Free cancellation']",24.70452,46.655216
10131963,Spectrums Hotel Riyadh,Booking.com,607.5,607.5,2025-01-20,2025-01-24,189,4.5,,24.700665,46.678635
1748545,Executives Hotel - Olaya,Booking.com,566.25,521.25,2025-01-20,2025-01-24,165,4,"['Free breakfast available', 'Free cancellation']",24.70869,46.678
16865982,Le Méridien Riyadh,Booking.com,2700,2591.25,2025-01-20,2025-01-24,78,4.5,"['Free breakfast available', 'Free cancellation • Reserve now, pay at stay']",,
301864,Sheraton Riyadh Hotel & Towers,Booking.com,1417.5,1275,2025-01-20,2025-01-24,407,4,,,
